name	all_genes
Rare genetic vascular disease	SLC2A10;MYH11;COL3A1;COL5A1;TGFBR2;FBN1;SMAD3;NKX2-5;GATA5;NOTCH1;SMAD6;ACTA2;TGFBR1;FOXE3;LOX;MAT2A;ELN;TGFB3;MYLK;PRKG1;MFAP5;TGFB2
Rare genetic systemic or rheumatologic disease	PSMB8;SAMHD1;RNASEH2A;RNASEH2B;RNASEH2C;ADAR;TREX1;IFIH1;ACP5;ISG15;C1QA;C4A;DNASE1L3;PRKCD;DNASE1;ADA2;TMEM173;USP18;DDX58;POLA1;TTC37;SKIV2L;APOA2;APP;B2M;GSN;ITM2B;FGA;APOA1;LYZ;CST3;TTR;RBCK1;RNF31;PLCG2;MEFV;NLRP12;NLRC4;OTULIN;TNFRSF1A;MVK;NLRP3;SLC39A13;P4HA1;CHST14;DSE;COL1A1;COL1A2;FLNA;TNXB;PLOD1;COL3A1;COL5A1;ADAMTS2;FKBP14;C1S;C1R;B4GALT7;B3GALT6;ZNF469;PRDM5;FBN1;ADAMTSL4;FBN2;SKI;TGFBR2;SMAD3;TGFBR1;FOXE3;LOX;MAT2A;ELN;TGFB3;MYH11;ACTA2;MYLK;PRKG1;MFAP5;TGFB2
Rare genetic eye disease	NF1;RB1;MYCN;PITX2;SCO2;P3H2;LRPAP1;KERA;PIK3R1;SPATA7;GDF6;IFT140;NMNAT1;RD3;RDH12;RPE65;RPGRIP1;CEP290;AIPL1;TULP1;CRB1;CRX;GUCY2D;IMPDH1;IQCB1;LCA5;KCNJ13;LRAT;PCYT1A;OPN1MW;OPN1LW;PDE6C;RPGR;CNGA3;CNGB3;PDE6H;GNAT2;ATF6;OPN1SW;CYBB;NCF1;NCF2;CYBA;NCF4;MT-TQ;MT-CO1;MT-CO2;MT-CO3;MT-ND1;MT-ND4;MT-ND5;MT-ND6;MT-TL1;MT-TW;MT-TH;MT-TS1;MT-TS2;MT-TF;CIT;NCAPD3;COPB2;KIF14;TAF13;PYCR2;CDK5RAP2;CENPJ;ASPM;MCPH1;STIL;WDR62;CEP152;CEP63;CEP135;KNL1;PHC1;CDK6;SASS6;MFSD2A;ANKLE2;GFAP;SPATA5;DOCK7;EMC1;DIAPH1;TELO2;GNB1;GBA;LAMA1;PNKP;SLC30A9;FXN;ATM;COL25A1;CHN1;MAFB;APTX;PLP1;SETX;PIK3R5;GLB1;LMNB1;ATXN1;ATXN2;CC2D2A;TMEM216;TMEM237;TMEM138;ZNF423;TMEM231;CEP120;PIBF1;TCTN2;AHI1;TMEM67;MKS1;ARL13B;INPP5E;TCTN1;B9D1;CEP41;CPLANE1;CSPP1;KIAA0586;CEP104;KIAA0556;ARMC9;HYLS1;ARL3;RPGRIP1L;OFD1;KIF7;TCTN3;PDE6D;KIAA0753;NPHP1;ATP7B;NPC1;NPC2;MAPT;ATP13A2;ATXN7;NDUFA13;SDHA;SLC19A3;SURF1;COX15;NDUFAF2;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS7;NDUFS8;NDUFV1;NDUFV2;PDHA1;NDUFAF5;NDUFAF6;TACO1;FOXRED1;NDUFA2;NDUFA10;NDUFA9;MTFMT;LIPT1;PET100;NDUFA4;ECHS1;NDUFA12;COQ2;PDSS2;NDUFAF3;NDUFB8;LRPPRC;MCOLN1;FMR1;TCOF1;POLR1D;POLR1C;PEX2;PEX1;PEX10;PEX12;PEX13;PEX14;PEX16;PEX19;PEX26;PEX3;PEX5;PEX6;PEX11B;SLC25A4;AGK;ROBO3;PLXND1;REV3L;NDP;AP1S2;SIL1;INPP5K;SALL4;SLC25A24;RMRP;PIGL;ALX4;ADAT3;CCDC174;LARGE1;POMGNT1;POMT1;POMT2;FKTN;FKRP;B3GALNT2;GMPPB;PTCH1;PAX6;MFRP;TMEM98;PRSS56;MYO5A;PHOX2A;KIF21A;TUBB3;TUBB2B;SYT1;SLC45A2;TYR;NAGA;SLC9A6;SLC35C1;FERMT3;ITGB2;PHOX2B;RET;ASCL1;FGFR3;FGFR2;TWIST1;ERF;FGFR1;FREM1;ZIC1;TCF12;MT-ATP8;RRM2B;DMPK;HTT;SLC2A3;PABPN1;RNASEH1;MYH2;ALG2;DPAGT1;GFPT1;ALG14;MGME1;POLG;TYMP;DMD;LTBP4;CHAT;AGRN;SLC25A1;SNAP25;SYT2;MYO9A;SLC5A7;VAMP1;SLC18A3;COL13A1;RAPSN;SCN4A;CHRNA1;CHRNB1;CHRND;CHRNE;DOK7;MUSK;LRP4;AK9;COLQ;LAMB2;TK2;POLG2;TWNK;MT-TL2;MT-TN;SLC38A8;CLCN7;TCIRG1;TNFSF11;SNX10;PAX2;SRD5A3;SIX6;IGBP1;MT-ATP6;MT-CYB;MT-ND2;MT-ND4L;MT-ND3;ACO2;RTN4IP1;MT-TP;MT-TK;MT-RNR1;WFS1;CISD2;ANTXR1;KIF1A;ZNHIT3;PROKR2;SOX2;HESX1;OTX2;SOX3;ARNT2;PSAP;GALC;ATP1A3;TMEM126A;FA2H;UCHL1;C19ORF12;ARSA;ISCA2;NR2F1;NBAS;POLR3A;MECR;HIKESHI;TBCD;ATAD3A;FLNA;C19ORF70;OPA3;TIMM8A;PLAA;ZNF592;WDR73;PCLO;OPA2;SPG7;PRPS1;C12ORF65;FLRT1;KLC2;IBA57;TFG;OPA1;DNM1L;TUBA8;MMP19;FZD5;SALL2;ABCB6;HGD;HSPG2;SLC39A13;P4HB;SEC24D;COL1A1;COL1A2;P3H1;CRTAP;PPIB;CREB3L1;SERPINH1;FKBP10;SERPINF1;WNT1;BMP1;TMEM38B;SP7;SPARC;H19;IGF2;PLOD1;CDKN1C;B3GALT6;FOXE3;SEMA3E;CHD7;BCOR;NAA10;CEP55;TMEM107;WDPCP;B9D2;PORCN;CREBBP;EP300;COL4A3;COL4A4;COL4A5;CRYAA;CRYBB2;GJA8;HSF4;MIP;NHS;LIM2;EPHA2;FYCO1;CRYGB;GCNT2;LSS;LEMD2;SIPA1L3;CASK;COL2A1;RS1;NF2;BDNF;WT1;CNBP;COL11A1;NSD1;SETD2;APC2;PTH;AIRE;GJB6;WRN;NOTCH1;ARHGAP31;DOCK6;RBPJ;EOGT;DLL4;ALMS1;PMPCA;LONP1;FTL;RAB3GAP1;RAB3GAP2;CRYBA4;CRYGC;CRYGD;CRYBB1;MAF;BMP4;EPG5;KCTD1;SLC16A12;GCM2;SMCHD1;TRIM44;FOXC1;GJA1;LRP5;RAB18;TBC1D20;ZBTB20;BEST1;PTEN;RSPO2;WNT3;XPA;ERCC3;XPC;DDB2;ERCC4;ERCC5;ERCC2;GFER;CASR;GNA11;PXDN;ATOH7;SLC33A1;MED25;GJB4;GJB3;KDSR;IARS2;ALDH18A1;PITX3;NACC1;MIPEP;MSMO1;ACTB;FOXC2;MPLKIP;GTF2H5;RNF113A;GTF2E2;CTDP1;SEC23A;PTH1R;NOD2;AGGF1;RASA1;LMNA;ZMPSTE24;CYP51A1;FZD4;XYLT2;FAM126A;ATP6V1B2;TBC1D24;NSD2;NELFA;LETM1;SEMA5A;CTNND2;TRIP13;BUB1B;CEP57;BUB1;BUB3;TBR1;SUMF1;GLA;CBS;MTTP;PHYH;PEX7;MVK;CYP27A1;B3GLCT;OAT;PYCR1;MAN2B1;FAR1;CLPB;SC5D;SGSH;NAGLU;HGSNAT;GNS;ALG8;ABHD5;GALE;GALK1;GALT;OCRL;ESCO2;AGPS;GNPAT;EBP;GNAS;ERCC6;ERCC1;RECQL4;DHCR7;FBN1;ADAMTSL4;ADAMTS10;LTBP2;TGFBR2;ASPH;SUOX;ADAMTS17;CERS3;ACVRL1;SMAD4;ENG;GDF2;LAMA3;PLG;MIR204;ACTG1;YAP1;JAG1;NOTCH2;CENPF;ITPR1;CYP1B1;CHRDL1;TP63;PKP1;PLEC;TAT;COL7A1;LAMB3;LAMC2;MMP1;GJB2;MIR184;TGFBI;UBIAD1;CHST6;PIKFYVE;DCN;STS;SLC4A11;CTNS;ZNF469;PRDM5;LCAT;POLA1;GSN;VSX1;ZEB1;COL8A2;OVOL2;GRHL2;TCF4;AGBL1;NLRP1;COL17A1;TACSTD2;KRT12;KRT3;ELP1;ORAI1;STIM1;HHAT;SLITRK6;CRIM1;SMOC1;HMX1;STRA6;RARB;HCCS;COX7B;NDUFB11;MAB21L2;SHH;VSX2;GDF3;TENM3;RBP4;EDA;EDA2R;TRAPPC11;AAAS;GMPPA;EDAR;EDARADD;WNT10A;TRAF6;KDF1;NGLY1;FGF10;IKBKG;NFKBIA;IGSF3;DKC1;TERT;TERC;TINF2;NOP10;NHP2;USB1;WRAP53;CTC1;RTEL1;PARN;TWIST2;PHGDH;PSAT1;FRAS1;FREM2;GRIP1;RIPK4;IRF6;SF3B4;DHODH;RFC2;BAZ1B;TBL2;CLIP2;ELN;GTF2I;GTF2IRD1;LIMK1;RRAS;PTPN11;BRAF;SOS1;KRAS;RAF1;NRAS;KAT6B;RIT1;LZTR1;A2ML1;RASA2;SOS2;PPP1CB;SHOC2;PAX3;UBE3B;FOXL2;MID1;SPECC1L;SMC1A;NIPBL;SMC3;HDAC8;RAD21;KMT2A;SETD5;MTM1;LIG4;NSUN2;FLI1;PHF6;IDS;DBH;ZNF462;KIF1BP;TFAP2B;ZFHX4;CTNND1;CDH1;KMT2D;KDM6A;RAP1A;RAP1B;POLH;SULT2B1;SDR9C7;ABCA12;ALOX12B;ALOXE3;TGM1;CYP4F22;NIPAL4;LIPN;SERPINB8;CSTA;PNPLA1;MYOC;TEK;VHL;LMX1B;GNAQ;CANT1;XYLT1;COL9A1;COL9A2;COL9A3;RNU4ATAC;GUSB;ARSB;GALNS;HYAL1;IDUA;SLC24A5;LRMDA;TYRP1;OCA2;MC1R;GPR143;MITF;LYST;AP3B1;DTNBP1;BLOC1S3;HPS3;HPS5;HPS6;HPS1;HPS4;BLOC1S6;MLPH;RAB27A;RGS9BP;RGS9;ASAH1;CTSA;ALDH3A2;PNPLA6;CDH3;COL18A1;CNNM4;ATIC;PLK4;TUBGCP6;TUBGCP4;KIF11;KCTD7;PANK2;ABCC6;ENPP1;MFSD8;CLN6;CLN5;CTSD;PPT1;CLN8;TPP1;CLN3;DNAJC5;GRN;CTSF;HEXA;HEXB;MT-TE;MAPKAPK3;ITM2B;SMPD1;SCARB2;CP;APC;AGXT;NEU1;CLDN19;CWC27;TTPA;VPS13B;ABHD12;IFT172;IFT122;WDR35;IFT43;WDR19;IFT52;INVS;NPHP3;NPHP4;SDCCAG8;CEP164;TRAF3IP1;BBS1;BBS10;BBS2;BBS4;BBS5;BBS7;BBS9;TRIM32;TTC8;ARL6;MKKS;BBS12;LZTFL1;BBIP1;IFT27;C8ORF37;HADHA;CEP78;CLRN1;HARS;USH2A;ADGRV1;MYO7A;WHRN;PDZD7;USH1K;CDH23;USH1C;USH1G;PCDH15;USH1E;USH1H;CIB2;RDH11;GGCX;EXOSC2;ERCC8;MMACHC;CACNA1F;SCAPER;IFT88;REEP6;ARHGEF18;AGBL5;ABCA4;PRCD;PRPF3;PRPF31;PRPF8;PRPH2;RGR;RHO;RLBP1;ROM1;RP1;RP2;RP9;SAG;CA4;CERKL;CNGA1;FSCN2;MERTK;NR2E3;NRL;PDE6A;PDE6B;SEMA4A;CNGB1;TOPORS;PROM1;EYS;IDH3B;GUCA1B;KLHL7;SNRNP200;PCARE;PDE6G;IMPG2;FAM161A;ZNF513;CDHR1;DHDDS;PRPF6;MAK;RBP3;ZNF408;ARL2BP;NEK2;TUB;KIZ;SLC7A14;PRPF4;AHR;PITPNM3;RIMS1;GUCA1A;RAX2;CACNA2D4;ADAM9;UNC119;RAB28;POC1B;DRAM2;TTLL5;KCNV2;C1QTNF5;ELOVL4;RP1L1;TIMP3;DHS6S1;CTNNA1;RCBTB1;IMPG1;CABP4;GNAT1;GRM6;NYX;TRPM1;SLC24A1;GPR179;LRIT3;GRK1;GNB3;RDH5;PLA2G5;CFI;CFH;EFEMP1;CYP4V2;STN1;COL4A1;DAG1;ISPD;POMGNT2;RXYLT1;B4GAT1;POMK;CAPN5;CTNNB1;TSPAN12;VCAN;NOTCH3;TREX1;IGFBP7;CHM;TEAD1;ADAMTS18
Rare genetic gynecological and obstetrical diseases	H6PD;HSD11B1;ESR1;GNAS;KISS1R;MKRN3;DLK1;CYP19A1;SEMA3E;CHD7;HBB;PNPLA6;SNRPN;SNORD115@;MAGEL2;NDN;SNORD116@;SIM1;RNF216;RAB3GAP1;RAB3GAP2;RBM28;SMCHD1;DCAF17;BBS1;BBS10;BBS2;BBS4;BBS5;BBS7;BBS9;CEP290;TRIM32;TTC8;ARL6;MKKS;MKS1;NPHP1;BBS12;SDCCAG8;WDPCP;LZTFL1;IFT172;BBIP1;IFT27;C8ORF37;DMXL2;POLR3B;POLR1C;POLR3A;OCA2;LEPR;LEP;PCSK1;SOX3;PROP1;NR0B1;POU1F1;HESX1;OTX2;LHX4;GLI2;CCDC141;PROK2;PROKR2;SOX10;FGFR1;ANOS1;NSMF;FGF8;WDR11;HS6ST1;SEMA3A;IL17RD;FGF17;DUSP6;SPRY4;FLRT3;FEZF1;DCC;TACR3;GNRHR;GNRH1;TAC3;KISS1;FSHB;ATM;NR5A1;MRPS22;FSHR;BMP15;PSMC3IP;NUP107;SPIDR;FOXL2;ERAL1;HSD17B4;TWNK;HARS2;CLPP;LARS2;STAR;FMR1;NSMCE2;XRCC4;MCM9;CYP17A1;GALT;AR;HSD17B3;CYB5A;CYP11A1;HSD3B2;POR;SRD5A2;BDNF;WT1;PAX6;DHH;HHAT;SOX9;ATRX;WNT4;RSPO1;CYP21A2;NR3C1;CYP11B1;SRY;DMRT1;CBX2;MAP3K1;DMRT3;WWOX;ZFPM2;GATA4;VAMP7
Rare genetic immune disease	WAS;WIPF1;FOXN1;DKC1;TERT;TERC;TINF2;NOP10;NHP2;USB1;WRAP53;CTC1;RTEL1;PARN;TTC7A;TCN2;EPG5;CCBE1;FAT4;ADAMTS3;ACD;STAT5B;RBCK1;RNF31;ORAI1;STIM1;IKZF1;POLE;IKBKG;SP110;SLC46A1;NFKBIA;SEMA3E;CHD7;TBX1;ARVCF;GP1BB;UFD1;COMT;HIRA;JMJD1C;RREB1;SEC24C;STAT3;SPINK5;DSP;DSG1;PGM3;ATM;BLM;DNMT3B;ZBTB24;CDCA7;HELLS;NBN;MRE11;RAD50;RNF168;GINS1;MCM4;SMARCAL1;RMRP;KNSTRN;PIK3CD;RNU4ATAC;EXTL3;MYSM1;SAMHD1;RNASEH2A;RNASEH2B;RNASEH2C;ADAR;TREX1;IFIH1;ADA2;TMEM173;DDX58;POLA1;TTC37;SKIV2L;IL10;IL10RA;IL10RB;KRAS;NRAS;CASP8;CASP10;FAS;FASLG;PRKCD;RASGRP1;ITK;CD27;CTLA4;SH2D1A;XIAP;IL2RA;AIRE;ACP5;ITCH;FADD;STAT1;TPP2;FOXP3;PRF1;STX11;UNC13D;STXBP2;LYST;AP3B1;BLOC1S6;RAB27A;CD19;ICOS;CR2;TNFRSF13C;MS4A1;CD81;TNFSF12;NFKB1;NFKB2;TNFRSF13B;IGHG2;IGKC;PMS2;MLH1;MSH2;MSH6;AICDA;UNG;TNFRSF11A;TRNT1;BTK;PTEN;PIK3R1;IGHM;IGLL1;LRRC8A;TCF3;CD79A;CD79B;BLNK;ELF4;NHEJ1;CD3G;CD8A;PNP;RAG1;RAG2;ZAP70;RFX5;RFXANK;RFXAP;CIITA;DOCK8;UNC119;MAGT1;STK4;IL21R;CARD11;MALT1;TRAC;LRBA;MAP3K14;DOCK2;TNFRSF4;MSN;IL21;TFRC;ADA;DCLRE1C;IL2RG;LIG4;IL7R;TAP2;TAP1;TAPBP;B2M;CD40LG;CD40;XRCC4;IKBKB;CTPS1;LCK;PRKDC;AK2;CD3D;CD3E;CD247;PTPRC;CORO1A;LAT;JAK3;RHOH;TMC6;TMC8;CXCR4;NKX2-5;RPSA;FCGR3A;IFNAR2;STAT2;MEFV;SH3BP2;MVK;IL1RN;PSMB8;EGFR;ADAM17;PLCG2;IL36RN;PSTPIP1;LPIN2;TNFRSF1A;NOD2;NLRP3;NLRC4;CLEC7A;IL17RA;IL17F;TRAF3IP2;IL17RC;MYD88;UNC93B1;TLR3;TICAM1;TRAF3;TBK1;CARD9;IRAK4;CYBB;IFNGR2;IFNGR1;IRF8;ISG15;IL12RB1;IL12B;RORC;TYK2;CSF2RB;CSF2RA;OAS1;GATA2;NCF1;NCF2;CYBA;NCF4;CEBPE;SMARCD2;MPO;RAC2;CTSC;SBDS;EFL1;SRP54;DNAJC21;FPR1;SLC35C1;FERMT3;ITGB2;ELANE;VPS13B;TAZ;VPS45;RBSN;LAMTOR2;SLC37A4;TCIRG1;GFI1;G6PC3;CSF3R;CXCR2;JAGN1;HAX1;CD59;CFD;CFI;CFH;CFP;SERPING1;C5;C6;C7;C8A;C8B;C8G;C9;C2;C4A;C4B;C1QA;C1QB;C1QC;C1S;C1R;C3;MASP2;FCN3
Rare genetic cardiac disease	TTN;PKP2;RYR2;TGFB3;DSC2;DSG2;DSP;JUP;LDB3;LMNA;TMEM43;CTNNA3;MYH7;NKX2-6;PLXND1;PLEKHM2;ACTC1;TNNT2;TPM1;DTNA;MYBPC3;MIB1;PRDM16;MYH7B;MIB2;SEMA3E;CHD7;TBX1;ARVCF;GP1BB;UFD1;COMT;HIRA;JMJD1C;RREB1;SEC24C;RFC2;BAZ1B;TBL2;CLIP2;ELN;GTF2I;GTF2IRD1;LIMK1;DYNC2LI1;GLI1;EVC;EVC2;TBX5;JAG1;NOTCH2;RBM10;NKX2-5;TAB2;FLNA;COL1A2;MED13L;HNRNPK;IGFBP7;KAT6A;CCDC174;AFF4;PUF60;HYAL2;TKT;HOXA1;KYNU;HAAO;B3GLCT;COG1;P4HA1;CHST14;DSE;PIGL;B3GAT3;COG7;MGAT2;RRAS;PTPN11;BRAF;SOS1;KRAS;RAF1;NRAS;KAT6B;RIT1;LZTR1;A2ML1;RASA2;SOS2;HRAS;MAP2K2;NF1;MAP2K1;PPP1CB;SHOC2;CBL;AGL;GYS1;GAA;PRKAG2;LAMP2;MT-TQ;MT-CO1;MT-CO2;MT-CO3;MT-ND1;MT-ND4;MT-ND5;MT-ND6;MT-TL1;MT-TW;MT-TH;MT-TS1;MT-TS2;MT-TF;MT-TP;MT-TK;MT-RNR1;NDUFS2;MT-ATP6;MT-CYB;MT-ND2;MT-ND4L;SLC25A4;AGK;COQ9;MTO1;ELAC2;MRPL44;COQ4;GTPBP3;ATAD3A;MT-ND3;HADHA;HADHB;SLC25A20;SLC25A32;FLAD1;ETFA;ETFB;ETFDH;ACADVL;ACAD9;ACADL;FXN;DMPK;WT1;SOX9;SRY;DHH;NR0B1;NR5A1;DMRT1;CBX2;MAP3K1;MYO6;CDKN1C;H19;KCNQ1OT1;IGF2;NSD1;CRYAB;SLC25A3;DES;MANBA;FUCA1;GLA;IDS;IDUA;TAF1A;NEBL;PPCS;ABCC9;PSEN1;PSEN2;SCN5A;SDHA;SGCD;TAZ;TCAP;TNNI3;CSRP3;DMD;FKTN;DOLK;MYH6;TMPO;TNNC1;VCL;ACTN2;FHL2;PLN;BAG3;RBM20;NEXN;TXNRD2;GATAD1;MYPN;LAMA4;ANKRD1;GBE1;DPM3;PGM1;SGCA;LIMS2;RBCK1;SGCG;SGCB;SYNE1;SYNE2;EMD;FHL1;LTBP4;MT-ATP8;RRM2B;SLC22A5;ALMS1;RERE;GABRD;SKI;KCNAB2;EPG5;EYA4;DNAJC19;XK;ACAD8;NPPA;ABCC6;ENPP1;FLNC;KIF20A;TTR;GBA;SCARB2;HCN4;SCN1B;TRPM4;CASQ2;TRDN;CALM1;CALM2;CALM3;TECRL;DPP6;CLIC2;CACNA1D;SGO1;TNNI3K;CACNA1C;CACNB2;KCNE3;GPD1L;SCN3B;KCNJ8;CACNA2D1;KCND3;SCN10A;SLMAP;AKAP9;KCNE5;RANGRF;SCN2B;PITX2;GATA4;KCNE1;KCNE2;KCNJ2;KCNQ1;GJA5;MYL4;SCN4B;KCNA5;NUP155;GATA6;GATA5;TANGO2;BVES;KCNH2;KCNJ5;CAV3;ANK2;SNTA1;NOS1AP
